30116,30116,1
0,1,2
2,3,3
4,0,4
4,5,4
4,6,4
4,7,5
8,9,5
10,11,6
10,12,7
13,13,8
2,14,9
2,14,9
15,0,10
16,0,11
17,0,12
15,0,13
16,0,14
15,0,15
16,0,16
15,0,17
18,0,17
19,20,17
21,22,17
16,0,18
4,0,19
0,23,19
4,24,19
4,25,19
0,26,20
4,25,20
0,27,20
0,23,20
0,28,20
0,29,20
4,30,20
31,0,20
4,25,20
15,0,21
18,32,21
18,0,22
33,0,23
34,0,23
4,35,24
15,0,24
4,36,25
0,23,25
37,0,25
4,38,26
0,23,26
4,39,26
0,23,26
0,23,26
40,0,26
18,0,26
8,0,27
8,0,27
0,23,27
4,42,27
0,23,27
0,23,27
0,23,27
8,41,27
4,6,27
8,43,27
8,44,28
33,0,28
15,0,29
4,35,29
45,0,29
8,46,30
0,23,30
34,0,31
40,0,31
37,0,31
18,0,31
8,48,32
0,23,32
8,49,32
8,50,32
0,23,32
0,23,32
8,47,32
37,51,33
33,0,33
15,52,34
8,53,34
0,23,34
15,54,34
8,48,34
0,23,34
15,0,34
15,52,35
15,52,35
0,23,35
37,0,36
40,0,36
15,55,37
18,0,37
2,0,37
15,56,37
0,23,37
57,0,38
34,0,39
0,23,40
40,0,40
18,0,40
37,0,40
2,0,41
8,58,41
57,0,42
37,0,43
40,0,43
18,0,44
2,0,44
34,0,45
57,0,45
10,0,46
0,23,46
0,23,46
10,59,46
15,60,46
4,24,47
37,0,48
37,61,49
8,49,49
18,0,49
40,0,49
8,49,49
4,51,50
2,0,50
57,0,51
62,0,52
62,0,52
4,51,52
34,0,52
2,22,53
18,0,53
21,2,53
2,21,53
40,0,53
37,0,53
2,0,54
57,0,55
40,0,56
37,0,56
18,0,57
8,0,57
57,0,58
62,0,58
2,0,58
34,0,58
4,35,59
4,0,59
40,0,60
18,0,60
8,0,60
37,0,60
2,0,61
57,0,62
62,0,62
34,0,63
40,0,64
37,0,64
18,0,65
2,0,65
8,0,65
62,0,66
57,0,66
34,0,67
40,0,67
37,0,67
8,0,68
62,0,69
2,0,69
18,0,69
57,0,70
63,64,71
34,0,72
18,0,72
37,0,72
2,0,72
40,0,72
8,0,72
57,0,73
62,0,73
40,0,74
8,0,74
21,22,74
18,0,75
37,0,75
62,0,75
2,0,75
57,0,75
18,0,76
18,66,76
0,23,76
0,23,76
18,65,76
34,0,77
18,67,78
62,0,78
37,0,78
8,0,78
40,0,78
0,23,78
18,68,78
0,23,78
0,23,78
0,23,78
57,0,79
2,0,80
0,69,80
0,70,80
8,0,81
62,0,82
57,0,83
2,0,84
34,0,84
8,0,85
62,0,85
57,0,86
2,0,87
18,71,87
19,21,88
19,21,88
19,22,88
21,19,88
8,0,89
62,0,89
18,0,89
2,0,90
18,0,91
62,0,92
8,0,92
4,30,92
4,39,93
4,72,93
4,36,93
4,36,93
4,36,93
37,0,93
0,23,93
0,23,93
37,73,93
4,0,93
37,74,93
4,75,94
2,0,94
21,76,94
21,0,95
34,0,95
18,0,96
8,0,97
62,0,97
2,0,98
21,0,99
18,0,99
62,0,100
0,23,100
15,77,100
8,0,100
15,78,100
15,78,100
15,77,100
19,21,101
15,77,101
33,0,101
15,77,101
15,77,101
15,77,101
0,23,102
0,23,102
2,0,102
0,23,102
18,0,102
0,23,102
0,23,102
0,23,102
15,79,102
15,80,102
15,81,102
34,0,102
15,82,102
0,23,102
0,23,103
15,83,103
21,0,104
18,0,105
8,0,106
57,0,106
84,0,106
40,85,107
2,0,107
34,0,108
21,0,109
18,0,109
34,0,110
57,0,111
2,0,112
21,0,113
86,87,113
18,0,114
63,22,114
63,21,114
21,63,114
57,0,115
2,0,116
4,0,117
40,0,118
34,0,118
34,0,118
0,23,118
21,0,119
34,88,119
10,89,119
18,0,119
10,89,119
10,0,120
10,0,120
4,24,120
34,0,120
0,23,121
57,0,121
34,90,121
34,88,121
0,23,122
0,23,122
15,91,122
0,23,122
2,0,122
0,23,123
34,92,123
34,93,123
34,90,123
34,93,123
34,90,123
0,23,123
0,23,123
21,0,124
40,0,124
34,90,124
34,93,124
0,23,124
34,94,124
10,95,125
18,0,125
57,0,126
34,90,126
2,0,127
34,94,127
15,55,128
40,0,128
21,0,128
